index,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
27978,U001,200780825,SYSCO FO llc,2020-04-27 03:02:29.375000000,2020,1930593035,2020-05-03,2020-04-06,2020-03-05,NA32,17469.54,16-30
27992,U001,200803720,DEC us,2020-04-30 11:00:07.375000000,2020,1930872171,2020-07-05,2020-05-24,2020-05-01,NAM4,1628.84,Before Due Date
27997,U001,200726979,BJ'S  us,2020-05-21 01:29:40.750000000,2020,1930827185,2020-04-26,2020-05-11,2020-04-26,NAA8,250.09,0-15
27999,U001,200792734,MDV/ llc,2020-05-28 00:00:25.437500000,2020,1930860674,2020-05-05,2020-05-20,2020-05-05,NAA8,54119.63,0-15
28001,U001,200769623,WAL-MAR ,2020-06-10 01:50:07.000000000,2020,1930849863,2020-03-05,2020-05-18,2020-05-03,NAH4,13690.49,16-30
28006,U001,200782001,GORDO corp,2020-03-16 20:48:04.250000000,2020,1930668479,2020-03-19,2020-04-03,2020-03-19,NAA8,44369.28,Before Due Date
28015,U001,200780383,MEIJ associates,2020-04-24 06:44:52.500000000,2020,1930706574,2020-03-27,2020-04-11,2020-03-27,NAA8,52478.15,0-15
28022,U001,200743123,KROGER foundation,2020-04-19 04:17:42.687500000,2020,1930708144,2020-03-28,2020-04-12,2020-03-28,NAA8,40097.31,0-15
28023,U001,200769623,WAL-MAR llc,2020-05-06 19:12:15.953125000,2020,1930799897,2020-04-20,2020-05-05,2020-04-20,NAH4,61096.66,0-15
28043,U001,200820380,SMITH'S associates,2020-05-07 19:37:20.687500000,2020,1930844460,2020-01-05,2020-05-16,2020-05-01,NAA8,25205.74,Before Due Date
28052,U001,200759878,SA corporation,2020-04-25 07:51:39.312500000,2020,1930729307,2020-01-04,2020-04-16,2020-04-01,NAH4,7713.07,0-15
28064,U001,200769623,WAL-MAR llc,2020-03-06 02:15:37.687500000,2020,1930584093,2020-02-29,2020-03-15,2020-02-29,NAH4,49258.53,Before Due Date
28067,U001,200769623,WAL-MAR systems,2020-06-12 23:27:38.500000000,2020,1930855772,2020-05-05,2020-05-20,2020-05-05,NAH4,35080.12,16-30
28069,CA02,140104240,FEDER ,2020-03-26 16:01:12.468750000,2020,2960619079,2020-09-03,2020-03-26,2020-03-16,CA10,87668.02799999999,0-15
28073,U001,200769623,WAL-MAR llc,2020-03-04 21:58:30.812500000,2020,1930578123,2020-02-28,2020-03-14,2020-02-28,NAH4,1976.76,Before Due Date
28081,U001,200769623,WAL-MAR co,2020-04-20 20:38:17.437500000,2020,1930797483,2020-04-17,2020-05-02,2020-04-17,NAH4,30796.0,Before Due Date
28092,U001,100001196,DOLLAR trust,2020-06-10 00:07:33.250000000,2020,1930827728,2020-04-27,2020-05-12,2020-04-27,NAA8,6731.04,16-30
28093,U001,200744019,TARG corporation,2020-06-07 07:26:22.375000000,2020,1930862325,2020-06-05,2020-05-21,2020-05-06,NAA8,23861.98,16-30
28100,U001,200762301,C&S WH corp,2020-04-08 02:54:30.906250000,2020,1930720634,2020-03-30,2020-04-14,2020-03-30,NAC6,79042.57,Before Due Date
28104,U001,200759878,SA llc,2020-05-06 05:48:35.125000000,2020,1930609734,2020-09-03,2020-04-23,2020-03-09,NAWP,104936.17,0-15
28110,U001,200769623,WAL-MAR corporation,2020-03-20 03:10:32.062500000,2020,1930610463,2020-06-03,2020-03-21,2020-03-06,NAH4,106.67,Before Due Date
28111,U001,200416837,DEC corporation,2020-05-09 04:10:49.875000000,2020,1930873212,2020-07-05,2020-05-24,2020-05-01,NAM4,384.84,Before Due Date
28115,U001,200337148,COAS ,2020-04-25 12:55:16.968750000,2020,1930782251,2020-04-13,2020-04-28,2020-04-13,NAA8,841.72,Before Due Date
28119,U001,200769623,WAL-MAR llc,2020-03-29 12:23:08.953125000,2020,1930646043,2020-12-03,2020-03-27,2020-03-12,NAH4,62606.24,0-15
28121,U001,200418007,AM us,2020-04-26 04:43:42.960937500,2020,1930761375,2020-10-04,2020-04-25,2020-04-10,NAA8,2493.51,0-15
28131,U001,200782669,SYGMA in,2020-05-27 12:02:01.875000000,2020,1930774569,2020-04-15,2020-05-05,2020-04-15,NAD1,17414.14,16-30
28146,U001,200769623,WAL-MAR llc,2020-05-14 02:06:00.578125000,2020,1930827686,2020-04-28,2020-05-13,2020-04-28,NAH4,63985.41,0-15
28150,U001,200762301,C&S WH associates,2020-05-22 15:43:00.468750000,2020,1930874072,2020-06-05,2020-05-21,2020-05-06,NAC6,3675.16,0-15
28155,U001,200790107,ROU associates,2020-03-24 13:09:59.687500000,2020,1930674826,2020-03-20,2020-04-04,2020-03-20,NAC6,105968.51,Before Due Date
28156,U001,200748108,KROGER systems,2020-04-25 15:17:23.625000000,2020,1930797918,2020-04-17,2020-05-02,2020-04-17,NAA8,18867.92,Before Due Date
28157,U001,200761734,H E BUT corp,2020-03-17 22:51:16.500000000,2020,1930609930,2020-07-03,2020-03-22,2020-03-07,NAA8,15514.77,Before Due Date
28158,U001,200726979,BJ'S  us,2020-04-09 03:39:18.375000000,2020,1930604998,2020-05-03,2020-03-20,2020-03-05,NAA8,734.68,16-30
28159,U001,200770677,KRAS us,2020-05-09 23:16:22.218750000,2020,1930808283,2020-04-22,2020-05-07,2020-04-22,NAA8,84800.62,0-15
28163,U001,200743123,KROGER in,2020-06-02 04:59:28.625000000,2020,1930857975,2020-04-05,2020-05-19,2020-05-04,NAA8,33747.42,0-15
28165,U001,200705742,DOT corporation,2020-05-13 20:01:21.757812500,2020,1930837596,2020-04-30,2020-05-15,2020-04-30,NAA8,39589.28,Before Due Date
28166,U001,200592182,DECA corp,2020-03-26 15:03:27.500000000,2020,1930823338,2020-04-24,2020-04-26,2020-04-16,NAM2,4539.98,Before Due Date
28169,U001,100031704,DELHAIZE associates,2020-04-11 15:11:59.625000000,2020,1930674357,2020-03-21,2020-04-05,2020-03-21,NAA8,105165.47,0-15
28172,U001,200793830,M ,2020-04-12 12:51:13.457031250,2020,1930718820,2020-03-29,2020-04-13,2020-03-29,NAA8,144127.2,Before Due Date
28177,U001,200769623,WAL-MAR associates,2020-03-25 06:20:27.687500000,2020,1930646560,2020-03-14,2020-03-29,2020-03-14,NAH4,1898.9,Before Due Date
28192,U001,200769623,WAL-MAR corp,2020-04-08 00:22:17.250000000,2020,1930708472,2020-03-28,2020-04-12,2020-03-28,NAH4,387.52,Before Due Date
28208,U001,200936373,SUPE in,2020-04-16 08:36:24.687500000,2020,1930671513,2020-03-21,2020-04-05,2020-03-21,NAA8,49448.86,0-15
28218,U001,200416837,DEC corporation,2020-03-21 21:02:11.875000000,2020,1930672071,2020-03-20,2020-04-08,2020-03-16,NAM4,1082.82,Before Due Date
28222,U001,200803720,DEC ,2020-03-27 12:34:56.000000000,2020,1930819084,2020-04-23,2020-04-26,2020-04-16,NAM2,6224.46,Before Due Date
28226,U001,200875006,KROGER corporation,2020-04-19 17:21:55.250000000,2020,1930813619,2020-04-21,2020-05-06,2020-04-21,NAA8,89665.6,Before Due Date
28227,U001,200457993,SHAM systems,2020-04-12 02:24:05.765625000,2020,1930652520,2020-03-14,2020-04-15,2020-03-14,NA32,2792.4,Before Due Date
28236,U001,CCU013,KRAFT F corporation,2020-03-22 03:56:56.000000000,2020,1930599497,2020-08-03,2020-03-08,2020-03-08,NAX2,2550.8,0-15
28242,U001,200707822,PUBLI us,2020-05-02 07:36:41.937500000,2020,1930775735,2020-10-04,2020-04-25,2020-04-10,NAA8,46992.44,0-15
28247,U001,200799367,MCL llc,2020-03-25 16:21:14.875000000,2020,1930630103,2020-10-03,2020-03-25,2020-03-10,NAA8,44914.21,0-15
28249,U001,200769623,WAL-MAR us,2020-04-30 12:28:52.875000000,2020,1930725367,2020-01-04,2020-04-16,2020-04-01,NAH4,32848.42,0-15
28254,U001,200769623,WAL-MAR ,2020-05-16 18:50:57.312500000,2020,1930809619,2020-04-23,2020-05-08,2020-04-23,NAH4,18606.2,0-15
28266,U001,200744019,TARG llc,2020-05-17 12:07:48.687500000,2020,1930825442,2020-04-25,2020-05-10,2020-04-25,NAA8,19054.32,0-15
28269,U001,200126819,MCLANE foundation,2020-04-25 05:33:53.343750000,2020,1930764532,2020-04-15,2020-04-30,2020-04-15,NAA8,12532.97,Before Due Date
28278,U001,200794332,COST ,2020-05-28 10:31:46.750000000,2020,1930860242,2020-07-05,2020-05-22,2020-05-07,NAAX,8793.09,0-15
28281,U001,200744019,TARG llc,2020-05-14 03:29:48.437500000,2020,1930809240,2020-04-22,2020-05-07,2020-04-22,NAA8,2338.29,0-15
28282,U001,200795490,HY -  in,2020-05-23 19:21:54.812500000,2020,1930854552,2020-04-05,2020-05-19,2020-05-04,NAA8,85287.12,0-15
28300,U001,200769623,WAL-MAR us,2020-04-06 04:20:56.945312500,2020,1930678892,2020-03-21,2020-04-05,2020-03-21,NAH4,3270.04,0-15
28306,U001,200759878,SA ,2020-05-21 20:20:35.125000000,2020,1930732028,2020-02-04,2020-05-17,2020-04-02,NAWP,120447.46,0-15
28307,U001,200704858,WAKE associates,2020-04-07 00:46:55.890625000,2020,1930699440,2020-03-26,2020-04-10,2020-03-26,NAA8,100493.07,Before Due Date
28309,U001,200769623,WAL-MAR ,2020-05-02 23:57:18.953125000,2020,1930788334,2020-04-16,2020-05-01,2020-04-16,NAH4,7713.78,0-15
28327,U001,100014724,DEC llc,2020-03-30 04:25:24.562500000,2020,1930690497,2020-03-25,2020-04-08,2020-03-16,NAM4,101952.34,Before Due Date
28329,U001,200769623,WAL-MAR associates,2020-04-09 17:38:15.500000000,2020,1930718521,2020-03-31,2020-04-15,2020-03-31,NAH4,61461.23,Before Due Date
28330,U001,100031704,DELHAIZE in,2020-05-25 08:48:58.437500000,2020,1930859101,2020-06-05,2020-05-21,2020-05-06,NAA8,44383.48,0-15
28334,U001,100021540,MASTER co,2020-04-28 14:31:45.234375000,2020,1930808858,2020-04-21,2020-05-01,2020-04-21,NA10,30118.83,Before Due Date
28336,U001,200769623,WAL-MAR systems,2020-05-07 05:16:40.625000000,2020,1930770667,2020-10-04,2020-04-25,2020-04-10,NAH4,9595.08,0-15
28340,CA02,100012991,CJR WH systems,2020-05-29 01:51:02.250000000,2020,2960630124,2020-04-20,2020-05-01,2020-04-21,CA10,340.32599999999996,16-30
28343,U001,100051489,G&K corporation,2020-07-29 07:10:47.000000000,2020,1930683555,2020-03-21,2020-04-05,2020-03-21,NAA8,19140.0,
28344,U001,200353024,DECA llc,2020-04-26 00:11:39.250000000,2020,1930875790,2020-07-05,2020-05-11,2020-05-01,NAM2,10384.52,Before Due Date
28345,U001,200769623,WAL-MAR associates,2020-04-05 10:47:53.437500000,2020,1930654762,2020-03-17,2020-04-01,2020-03-17,NAH4,4272.16,0-15
28354,U001,200769623,WAL-MAR systems,2020-06-16 15:33:35.250000000,2020,1930885121,2020-10-05,2020-05-25,2020-05-10,NAH4,59035.78,16-30
28357,U001,200773364,U R M  associates,2020-03-13 23:15:27.750000000,2020,1930670821,2020-03-20,2020-04-04,2020-03-20,NAA8,33139.51,Before Due Date
28369,U001,200726979,BJ'S  us,2020-04-02 14:34:07.593750000,2020,1930655909,2020-03-15,2020-03-30,2020-03-15,NAA8,1045.33,0-15
28373,U001,200762301,C&S WH systems,2020-04-22 15:04:24.593750000,2020,1930730157,2020-03-04,2020-04-18,2020-04-03,NAC6,66727.21,0-15
28396,U001,200704858,WAKE ,2020-05-29 06:29:20.937500000,2020,1930670263,2020-03-20,2020-05-24,2020-03-20,NAGD,13699.92,0-15
28401,U001,200769623,WAL-MAR ,2020-04-10 14:06:42.890625000,2020,1930710030,2020-03-28,2020-04-12,2020-03-28,NAH4,17842.74,Before Due Date
28410,U001,200780383,MEIJ co,2020-04-16 20:22:50.093750000,2020,1930752263,2020-06-04,2020-04-21,2020-04-06,NAA8,141291.89,Before Due Date
28411,U001,200726979,BJ'S  llc,2020-04-21 13:41:55.625000000,2020,1930689396,2020-03-24,2020-04-08,2020-03-24,NAA8,612.24,0-15
28413,U001,200783734,FAREW corporation,2020-05-02 15:16:08.125000000,2020,1930743980,2020-03-04,2020-04-18,2020-04-03,NAA8,55404.61,0-15
28418,U001,200759082,INGL corp,2020-03-31 09:48:03.562500000,2020,1930646427,2020-12-03,2020-03-27,2020-03-12,NAA8,99133.56,0-15
28419,U001,200762301,C&S WH trust,2020-04-23 03:02:21.750000000,2020,1930777962,2020-12-04,2020-04-27,2020-04-12,NAC6,20904.81,Before Due Date
28423,U001,200769623,WAL-MAR us,2020-05-08 06:09:51.625000000,2020,1930767218,2020-09-04,2020-04-24,2020-04-09,NAH4,30055.92,0-15
28425,U001,200769623,WAL-MAR trust,2020-04-11 03:53:13.331054688,2020,1930710532,2020-03-27,2020-04-11,2020-03-27,NAH4,5648.28,0-15
28429,U001,200762301,C&S WH us,2020-04-17 21:32:04.148437500,2020,1930732637,2020-02-04,2020-04-17,2020-04-02,NAC6,46476.54,0-15
28430,U001,200782669,SYGMA corp,2020-05-30 04:02:58.000000000,2020,1930830804,2020-04-27,2020-05-12,2020-04-27,NAA8,12787.35,16-30
28433,U001,200915438,GROC llc,2020-04-26 22:26:00.750000000,2020,1930670473,2020-03-24,2020-04-08,2020-03-24,NAA8,8022.5,16-30
28447,U001,200769623,WAL-MAR associates,2020-05-01 06:53:58.375000000,2020,1930729436,2020-02-04,2020-04-17,2020-04-02,NAH4,45064.84,0-15
28455,U001,200769623,WAL-MAR corp,2020-06-07 01:46:02.750000000,2020,1930845496,2020-02-05,2020-05-17,2020-05-02,NAH4,16755.91,16-30
28466,U001,200152991,JET trust,2020-04-06 09:42:41.937500000,2020,1930641369,2020-11-03,2020-03-26,2020-03-11,NAA8,829.76,0-15
28470,CA02,140104409,LOB associates,2020-04-21 23:30:26.500000000,2020,2960632546,2020-03-05,2020-05-15,2020-05-05,CA10,92612.46399999999,Before Due Date
28471,U001,200148860,DOLLA us,2020-05-06 10:23:01.500000000,2020,1930768897,2020-09-04,2020-04-24,2020-04-09,NAA8,51809.29,0-15
28484,U001,200707822,PUBLI llc,2020-03-23 07:47:38.375000000,2020,1930653856,2020-03-15,2020-03-30,2020-03-15,NAA8,95099.36,Before Due Date
28488,U001,200762301,C&S WH foundation,2020-03-30 17:16:03.312500000,2020,1930684885,2020-03-23,2020-04-07,2020-03-23,NAC6,5602.27,Before Due Date
28489,U001,200705742,DOT llc,2020-06-24 05:12:57.000000000,2020,1930862741,2020-07-05,2020-05-27,2020-05-07,NAD1,84574.12,16-30
28490,U001,200762301,C&S WH trust,2020-04-06 04:44:19.406250000,2020,1930709667,2020-03-27,2020-04-11,2020-03-27,NAC6,9277.3,Before Due Date
28493,U001,200769623,WAL-MAR in,2020-05-06 06:52:19.562500000,2020,1930775750,2020-12-04,2020-04-27,2020-04-12,NAH4,22949.13,0-15
28498,U001,200743996,STATER  in,2020-04-01 17:10:28.062500000,2020,1930635760,2020-12-03,2020-03-27,2020-03-12,NAA8,19616.36,0-15
28501,U001,200769623,WAL-MAR corp,2020-04-03 03:01:06.375000000,2020,1930686862,2020-03-23,2020-04-07,2020-03-23,NAH4,42194.14,Before Due Date
28502,U001,200230690,DECA trust,2020-02-27 05:41:08.000000000,2020,1930674515,2020-03-20,2020-03-23,2020-03-16,NAM1,4920.87,Before Due Date
28507,CA02,140106408,WAL-M corporation,2020-04-13 13:34:42.687500000,2020,2960628515,2020-04-14,2020-04-25,2020-04-15,CA10,60416.09,Before Due Date
28508,U001,200759878,SA foundation,2020-05-16 11:18:20.625000000,2020,1930785795,2020-04-15,2020-05-30,2020-04-15,NAWP,105520.63,Before Due Date
28509,CA02,140104440,SO foundation,2020-03-28 04:13:49.500000000,2020,2960626361,2020-05-04,2020-04-22,2020-04-12,CA10,32928.888999999996,Before Due Date
28517,U001,100001196,DOLLAR corporation,2020-06-10 00:07:33.250000000,2020,1930828156,2020-04-27,2020-05-12,2020-04-27,NAA8,7067.59,16-30
28518,U001,200761734,H E BUT llc,2020-05-06 08:52:22.000000000,2020,1930747441,2020-05-04,2020-04-20,2020-04-05,NAA8,52967.78,16-30
28521,U001,200769623,WAL-MAR foundation,2020-03-07 07:51:20.312500000,2020,1930570967,2020-02-27,2020-03-13,2020-02-27,NAH4,15277.01,Before Due Date
28538,U001,200769623,WAL-MAR in,2020-06-11 12:35:43.000000000,2020,1930859321,2020-05-05,2020-05-20,2020-05-05,NAH4,43183.21,16-30
28540,U001,200769623,WAL-MAR foundation,2020-03-25 17:49:03.562500000,2020,1930664308,2020-03-17,2020-04-01,2020-03-17,NAH4,48900.47,Before Due Date
28544,U001,200727278,BLOU ,2020-05-05 22:54:41.718750000,2020,1930798227,2020-04-20,2020-05-05,2020-04-20,NAA8,78970.95,0-15
28545,U001,200719526,SHARP S in,2020-05-29 00:15:02.750000000,2020,1930823050,2020-04-29,2020-05-14,2020-04-29,NAA8,4872.0,16-30
28546,U001,200752302,KROGER co,2020-04-12 02:12:12.187500000,2020,1930681399,2020-03-21,2020-04-05,2020-03-21,NAA8,65337.63,0-15
28548,CA02,140104340,COLABOR  llc,2020-03-10 11:32:13.250000000,2020,2960626766,2020-05-04,2020-04-17,2020-04-07,CA10,24452.505,Before Due Date
28550,U001,200769623,WAL-MAR us,2020-03-12 02:05:48.453125000,2020,1930573798,2020-02-27,2020-03-13,2020-02-27,NAH4,29246.65,Before Due Date
28551,U013,140103311,GLOBA associates,2020-06-10 05:49:46.500000000,2020,1991841823,2020-03-28,2020-04-27,2020-03-28,NAVE,283.5,31-45
28552,CA02,140106372,G T  corporation,2020-05-20 08:18:11.000000000,2020,2960627609,2020-08-04,2020-04-20,2020-04-10,CA10,14791.14,31-45
28554,U001,200707822,PUBLI corporation,2020-03-11 13:03:09.312500000,2020,1930585308,2020-02-29,2020-03-15,2020-02-29,NAA8,91806.7,Before Due Date
28555,U001,200762301,C&S WH corporation,2020-04-27 10:57:32.875000000,2020,1930800776,2020-04-22,2020-05-07,2020-04-22,NAC6,713.19,Before Due Date
28571,U001,200769623,WAL-MAR us,2020-06-14 04:10:14.375000000,2020,1930857869,2020-06-05,2020-05-21,2020-05-06,NAH4,23096.91,16-30
28583,U001,200769623,WAL-MAR ,2020-05-04 02:33:16.125000000,2020,1930752564,2020-06-04,2020-04-21,2020-04-06,NAH4,4184.4,0-15
28595,U001,200769623,WAL-MAR llc,2020-03-29 14:13:20.265625000,2020,1930651883,2020-03-17,2020-04-01,2020-03-17,NAH4,16497.87,Before Due Date
28599,U001,200744019,TARG co,2020-03-30 08:14:51.703125000,2020,1930653097,2020-03-17,2020-04-01,2020-03-17,NAA8,1507.69,Before Due Date
28606,U001,200149567,RESER associates,2020-04-20 19:21:25.687500000,2020,1930656112,2020-03-16,2020-04-30,2020-03-16,NABG,67643.1,Before Due Date
28610,U001,200794332,COST in,2020-03-16 21:47:45.875000000,2020,1930583629,2020-02-28,2020-03-14,2020-02-28,NAAX,19850.66,0-15
28616,U001,200418007,AM in,2020-05-01 23:27:37.250000000,2020,1930763620,2020-09-04,2020-04-24,2020-04-09,NAA8,41687.95,0-15
28621,U001,200769623,WAL-MAR in,2020-04-30 08:21:22.687500000,2020,1930739539,2020-04-04,2020-04-19,2020-04-04,NAH4,50864.22,0-15
28624,U001,200830009,CON foundation,2020-04-19 18:28:11.625000000,2020,1930632244,2020-03-13,2020-05-12,2020-03-13,NAVQ,54356.4,Before Due Date
28627,U001,200793568,SUPE systems,2020-04-08 16:02:44.187500000,2020,1930676140,2020-03-20,2020-04-04,2020-03-20,NAA8,19524.4,0-15
28640,CA02,140106408,WAL-M in,2020-04-04 20:53:15.406250000,2020,2960622728,2020-03-20,2020-03-30,2020-03-20,CA10,40684.89599999999,0-15
28641,U001,200707741,SMART &  trust,2020-05-13 03:43:15.312500000,2020,1930826257,2020-04-25,2020-05-10,2020-04-25,NAA8,49195.92,0-15
28642,U001,100035824,CHAIN DI llc,2020-06-06 11:46:48.500000000,2020,1930633658,2020-03-17,2020-04-01,2020-03-17,NAA8,21292.89,Greatar than 60
28646,U001,200769623,WAL-MAR associates,2020-04-04 18:29:08.125000000,2020,1930620713,2020-08-03,2020-03-23,2020-03-08,NAH4,9555.32,0-15
28649,U001,200707822,PUBLI systems,2020-04-16 23:36:49.687500000,2020,1930708210,2020-03-26,2020-04-10,2020-03-26,NAA8,73215.5,0-15
28650,U001,200738884,US  in,2020-03-24 12:47:41.312500000,2020,1930594379,2020-03-03,2020-03-18,2020-03-03,NAA8,37092.08,0-15
28658,U001,200769623,WAL-MAR corp,2020-03-25 07:37:47.812500000,2020,1930652886,2020-03-16,2020-03-31,2020-03-16,NAH4,10624.27,Before Due Date
28666,U001,200769623,WAL-MAR co,2020-05-02 19:26:19.812500000,2020,1930767680,2020-10-04,2020-04-25,2020-04-10,NAH4,1898.2,0-15
28668,U001,200769623,WAL-MAR systems,2020-05-14 11:15:08.687500000,2020,1930808940,2020-04-22,2020-05-07,2020-04-22,NAH4,2336.06,0-15
28670,U001,200769623,WAL-MAR us,2020-03-30 22:05:34.125000000,2020,1930585664,2020-03-03,2020-03-18,2020-03-03,NAH4,65484.19,0-15
28676,U001,200769623,WAL-MAR systems,2020-04-07 09:36:46.578125000,2020,1930703320,2020-03-26,2020-04-10,2020-03-26,NAH4,8921.55,Before Due Date
28681,U001,200707822,PUBLI in,2020-03-11 19:41:57.250000000,2020,1930583739,2020-02-29,2020-03-15,2020-02-29,NAA8,19753.39,Before Due Date
28689,U001,200700919,US  llc,2020-03-09 21:43:28.500000000,2020,1930691683,2020-03-24,2020-04-08,2020-03-24,NAX2,0.72,Before Due Date
28690,U001,200705742,DOT foundation,2020-03-30 10:02:05.812500000,2020,1930603208,2020-04-03,2020-03-19,2020-03-04,NAA8,36923.43,0-15
28693,U001,200353024,DECA associates,2020-03-27 11:10:22.500000000,2020,1930689917,2020-03-24,2020-04-08,2020-03-16,NAM4,887.24,Before Due Date
28699,U001,200455322,PEA corp,2020-04-22 12:09:45.375000000,2020,1930576607,2020-02-29,2020-03-30,2020-02-29,NAD5,36407.41,16-30
28700,U001,200769623,WAL-MAR llc,2020-03-18 09:43:37.562500000,2020,1930638697,2020-03-14,2020-03-29,2020-03-14,NAH4,15215.79,Before Due Date
28707,U001,200759878,SA llc,2020-04-26 22:08:18.562500000,2020,1930659027,2020-03-19,2020-05-03,2020-03-19,NAWP,104122.25,Before Due Date
28721,U001,200769623,WAL-MAR ,2020-03-24 02:12:26.562500000,2020,1930646800,2020-03-13,2020-03-28,2020-03-13,NAH4,9231.16,Before Due Date
28723,U001,200794332,COST llc,2020-04-30 08:09:25.125000000,2020,1930705010,2020-03-26,2020-04-10,2020-03-26,NAAX,14204.38,16-30
28729,U001,CCCA02,KRAFT  ,2020-04-05 11:45:21.750000000,2020,1930701001,2020-03-27,2020-05-01,2020-03-27,NAG2,24134.7,Before Due Date
28732,U001,200762301,C&S WH corporation,2020-04-15 05:57:59.468750000,2020,1930732685,2020-02-04,2020-04-17,2020-04-02,NAC6,48802.93,Before Due Date
28736,U001,200769623,WAL-MAR co,2020-05-15 20:40:52.953125000,2020,1930831003,2020-04-28,2020-05-13,2020-04-28,NAH4,35141.57,0-15
28738,U001,200793088,DEMOU us,2020-03-07 17:47:10.500000000,2020,1930683837,2020-03-24,2020-04-08,2020-03-24,NAA8,162915.01,Before Due Date
28749,U001,200761734,H E BUT co,2020-04-20 06:37:56.453125000,2020,1930758171,2020-07-04,2020-04-22,2020-04-07,NAA8,14891.24,Before Due Date
28752,U001,200772670,ASSOCIAT co,2020-03-29 15:41:43.562500000,2020,1930670032,2020-03-18,2020-04-02,2020-03-18,NAU5,2218.21,Before Due Date
28753,U001,200778870,C us,2020-05-11 10:27:32.125000000,2020,1930763229,2020-08-04,2020-04-23,2020-04-08,NAA8,4331.52,16-30
28756,U001,200705372,FR ,2020-04-13 21:22:24.125000000,2020,1930652543,2020-03-17,2020-04-01,2020-03-17,NAA8,15634.87,0-15
28757,U001,200704045,RA associates,2020-04-01 08:42:16.750000000,2020,1930684814,2020-03-21,2020-04-05,2020-03-21,NAA8,97229.28,Before Due Date
28760,U001,200726979,BJ'S  associates,2020-05-03 12:40:07.125000000,2020,1930773665,2020-05-04,2020-04-20,2020-04-05,NAA8,206.36,0-15
28764,CA02,140106408,WAL-M llc,2020-05-09 10:21:52.312500000,2020,2960629069,2020-04-19,2020-04-30,2020-04-20,CA10,5376.021,0-15
28767,U001,200769623,WAL-MAR co,2020-03-30 15:15:21.132812500,2020,1930660731,2020-03-17,2020-04-01,2020-03-17,NAH4,13585.49,Before Due Date
28775,U001,200769623,WAL-MAR foundation,2020-04-03 22:58:25.507812500,2020,1930668484,2020-03-21,2020-04-05,2020-03-21,NAH4,68028.16,Before Due Date
28779,U001,200881076,ALBERT llc,2020-05-26 06:51:55.687500000,2020,1930831707,2020-04-30,2020-05-15,2020-04-30,NAA8,82447.84,0-15
28786,U001,200769623,WAL-MAR in,2020-04-24 10:15:07.937500000,2020,1930798335,2020-04-17,2020-05-02,2020-04-17,NAH4,31977.49,Before Due Date
28799,U001,200726979,BJ'S  foundation,2020-03-14 11:48:53.375000000,2020,1930654886,2020-03-16,2020-03-31,2020-03-16,NAA8,66.37,Before Due Date
28804,U001,200769623,WAL-MAR in,2020-06-11 21:09:43.250000000,2020,1930859807,2020-06-05,2020-05-21,2020-05-06,NAH4,45871.71,16-30
28808,U001,200793568,SUPE corporation,2020-03-16 05:11:34.875000000,2020,1930635825,2020-12-03,2020-03-27,2020-03-12,NAA8,65827.45,Before Due Date
28810,U001,200230690,DECA llc,2020-02-18 19:21:56.250000000,2020,1930674755,2020-03-20,2020-03-26,2020-03-16,NAM2,22009.39,Before Due Date
28811,U001,200769623,WAL-MAR corp,2020-04-07 20:29:53.625000000,2020,1930712038,2020-03-28,2020-04-12,2020-03-28,NAH4,29069.9,Before Due Date
28813,U001,200769623,WAL-MAR foundation,2020-05-02 08:41:50.125000000,2020,1930748081,2020-05-04,2020-04-20,2020-04-05,NAH4,387.91,0-15
28821,U001,200769623,WAL-MAR corporation,2020-04-07 23:59:44.265625000,2020,1930710004,2020-03-27,2020-04-11,2020-03-27,NAH4,32380.59,Before Due Date
28832,U001,200769623,WAL-MAR co,2020-05-02 19:26:19.812500000,2020,1930758973,2020-10-04,2020-04-25,2020-04-10,NAH4,331.41,0-15
28837,U001,200152991,JET us,2020-05-29 14:03:32.500000000,2020,1930688520,2020-03-23,2020-04-12,2020-03-23,NAD1,1162.63,46-60
28847,U001,200706844,WINC co,2020-04-28 09:33:02.437500000,2020,1930763810,2020-09-04,2020-04-24,2020-04-09,NAA8,6815.23,0-15
28849,CA02,140104409,LOB trust,2020-02-07 18:10:37.000000000,2020,2960618778,2020-06-03,2020-03-24,2020-03-14,CA10,175646.898,Before Due Date
28855,U001,200353024,DECA associates,2020-03-01 15:20:43.125000000,2020,1930690669,2020-03-24,2020-03-23,2020-03-16,NAM1,718.74,Before Due Date
28864,U001,200792293,UNIFIE llc,2020-04-05 22:27:07.562500000,2020,1930639644,2020-11-03,2020-03-26,2020-03-11,NAA8,19717.08,0-15
28865,U001,200778998,CE foundation,2020-06-07 03:55:52.375000000,2020,1930884098,2020-11-05,2020-05-26,2020-05-11,NAA8,50575.08,0-15
28866,U001,200769623,WAL-MAR llc,2020-04-03 04:08:04.312500000,2020,1930700591,2020-03-27,2020-04-11,2020-03-27,NAH4,5482.45,Before Due Date
28868,CA02,140104423,METRO  corporation,2020-03-31 20:13:57.375000000,2020,2960626658,2020-09-04,2020-04-21,2020-04-11,CA10,47912.179,Before Due Date
28871,U001,200763814,SYSCO F associates,2020-06-09 19:30:35.750000000,2020,1930845834,2020-01-05,2020-05-16,2020-05-01,NAA8,1564.08,16-30
